DISTRICT,STATE_ABBR,STATE,ELECTION_YEAR,CLASS_OR_OFFICE,IE_LIVE_RATING,RATING_NUMERIC,IE_LIVE_SIGNED,IE_PREVIOUS_RATING,IE_SHIFT,FLIPPED,IE_RATING_DATE,IE_INCUMBENT_NAME,IE_INCUMBENT_PARTY,IE_OPEN,IE_SPECIAL,NOTE
IL-12,IL,Illinois,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Bost,R,False,False,
IL-13,IL,Illinois,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Budzinski,D,False,False,
IL-14,IL,Illinois,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Underwood,D,False,False,
IL-15,IL,Illinois,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Miller,R,False,False,
IL-16,IL,Illinois,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,LaHood,R,False,False,
IL-17,IL,Illinois,2026,House,Solid Democrat,0,4.0,Likely Democrat,left,False,2025-12-05T00:00:00-05:00,Sorensen,D,False,False,
IN-02,IN,Indiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Yakym,R,False,False,
IN-03,IN,Indiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Stutzman,R,False,False,
IN-04,IN,Indiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Baird,R,False,False,
IN-05,IN,Indiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Spartz,R,False,False,
IN-06,IN,Indiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Shreve,R,False,False,
IN-07,IN,Indiana,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Carson,D,False,False,
IN-08,IN,Indiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Messmer,R,False,False,
IN-09,IN,Indiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Houchin,R,False,False,
IA-01,IA,Iowa,2026,House,Toss-up,5,0.0,Toss-up,no-change,False,2025-12-05T00:00:00-05:00,Miller-Meeks,R,False,False,
IA-04,IA,Iowa,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Feenstra,R,True,False,
KS-01,KS,Kansas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Mann,R,False,False,
KS-02,KS,Kansas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Derek Schmidt,R,False,False,
KS-03,KS,Kansas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Davids,D,False,False,
KS-04,KS,Kansas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Estes,R,False,False,
KY-01,KY,Kentucky,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Comer,R,False,False,
KY-02,KY,Kentucky,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Guthrie,R,False,False,
KY-03,KY,Kentucky,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,McGarvey,D,False,False,
KY-04,KY,Kentucky,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Massie,R,True,False,
KY-05,KY,Kentucky,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,H. Rogers,R,False,False,
LA-01,LA,Louisiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Scalise,R,False,False,
LA-02,LA,Louisiana,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,T. Carter,D,False,False,
LA-03,LA,Louisiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Higgins,R,False,False,
LA-04,LA,Louisiana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,M. Johnson,R,False,False,Speaker of the House
ME-01,ME,Maine,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Pingree,D,False,False,
ME-02,ME,Maine,2026,House,Likely Republican,9,-3.0,Likely Republican,no-change,True,2025-12-05T00:00:00-05:00,Golden,D,True,False,
MD-01,MD,Maryland,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Harris,R,False,False,
MD-02,MD,Maryland,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Olszewski,D,False,False,
MD-03,MD,Maryland,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Elfreth,D,False,False,
MD-04,MD,Maryland,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Ivey,D,False,False,
MD-06,MD,Maryland,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,McClain Delaney,D,False,False,
MD-07,MD,Maryland,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Mfume,D,False,False,
MD-08,MD,Maryland,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Raskin,D,False,False,
MA-01,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Likely Democrat,left,False,2025-12-05T00:00:00-05:00,Neal,D,False,False,
MA-02,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,McGovern,D,False,False,
MA-03,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Trahan,D,False,False,
MA-04,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Auchincloss,D,False,False,
MA-05,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Clark,D,False,False,
MA-06,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Moulton,D,True,False,
MA-07,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Pressley,D,False,False,
MA-08,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Lynch,D,False,False,
MA-09,MA,Massachusetts,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Keating,D,False,False,
MI-01,MI,Michigan,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Bergman,R,False,False,
MI-02,MI,Michigan,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Moolenar,R,False,False,
MI-04,MI,Michigan,2026,House,Lean Republican,8,-2.0,Likely Republican,left,False,2025-12-05T00:00:00-05:00,Huizenga,R,False,False,
MI-05,MI,Michigan,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Walberg,R,False,False,
MI-06,MI,Michigan,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Dingell,D,False,False,
MI-07,MI,Michigan,2026,House,Toss-up,5,0.0,Toss-up,no-change,False,2025-12-05T00:00:00-05:00,Barrett,R,False,False,
MI-09,MI,Michigan,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,McClain,R,False,False,
MI-10,MI,Michigan,2026,House,Tilt Republican,7,-1.0,Tilt Republican,no-change,False,2025-12-05T00:00:00-05:00,James,R,True,False,
MI-11,MI,Michigan,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Stevens,D,True,False,
MI-12,MI,Michigan,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Tlaib,D,False,False,
MI-13,MI,Michigan,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Thanedar,D,True,False,
MN-01,MN,Minnesota,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Finstad,R,False,False,
MN-02,MN,Minnesota,2026,House,Likely Democrat,1,3.0,Lean Democrat,left,False,2025-12-05T00:00:00-05:00,Craig,D,True,False,
MN-03,MN,Minnesota,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Morrison,D,False,False,
MN-04,MN,Minnesota,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,McCollum,D,False,False,
MN-05,MN,Minnesota,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Omar,D,False,False,
MN-06,MN,Minnesota,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Emmer,R,False,False,
MN-07,MN,Minnesota,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Fischbach,R,False,False,
MN-08,MN,Minnesota,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Stauber,R,False,False,
MS-01,MS,Mississippi,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,T. Kelly,R,False,False,
MS-02,MS,Mississippi,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Thompson,D,False,False,
MS-03,MS,Mississippi,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Guest,R,False,False,
MS-04,MS,Mississippi,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Ezell,R,False,False,
MO-01,MO,Missouri,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Bell,D,False,False,
MO-02,MO,Missouri,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Wagner,R,False,False,
MO-03,MO,Missouri,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Onder,R,False,False,
MO-04,MO,Missouri,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Alford,R,False,False,
MO-05,MO,Missouri,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,True,2025-12-05T00:00:00-05:00,Cleaver,D,False,False,
MO-07,MO,Missouri,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Burlison,R,False,False,
MO-08,MO,Missouri,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,J. Smith,R,False,False,
NE-01,NE,Nebraska,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Flood,R,False,False,
NE-02,NE,Nebraska,2026,House,Tilt Democrat,3,1.0,Toss-up,left,True,2025-12-05T00:00:00-05:00,Donald Bacon,R,True,False,Not seeking reelection in 2026
NE-03,NE,Nebraska,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,A. Smith,R,False,False,
NV-01,NV,Nevada,2026,House,Lean Democrat,2,2.0,Lean Democrat,no-change,False,2025-12-05T00:00:00-05:00,Titus,D,False,False,
NV-03,NV,Nevada,2026,House,Lean Democrat,2,2.0,Lean Democrat,no-change,False,2025-12-05T00:00:00-05:00,S. Lee,D,False,False,
NH-01,NH,New Hampshire,2026,House,Lean Democrat,2,2.0,Lean Democrat,no-change,False,2025-12-05T00:00:00-05:00,Pappas,D,True,False,
NH-02,NH,New Hampshire,2026,House,Likely Democrat,1,3.0,Likely Democrat,no-change,False,2025-12-05T00:00:00-05:00,Goodlander,D,False,False,
NJ-01,NJ,New Jersey,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Norcross,D,False,False,
NJ-02,NJ,New Jersey,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Van Drew,R,False,False,
NJ-03,NJ,New Jersey,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Conaway,D,False,False,
NJ-04,NJ,New Jersey,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,C. Smith,R,False,False,
NJ-05,NJ,New Jersey,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Gottheimer,D,False,False,
NJ-06,NJ,New Jersey,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Pallone,D,False,False,
NJ-08,NJ,New Jersey,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Menendez,D,False,False,
NJ-10,NJ,New Jersey,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,McIver,D,False,False,
NJ-12,NJ,New Jersey,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Watson Coleman,D,True,False,
NM-01,NM,New Mexico,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Stansbury,D,False,False,
NM-02,NM,New Mexico,2026,House,Tilt Democrat,3,1.0,Tilt Democrat,no-change,False,2025-12-05T00:00:00-05:00,Vasquez,D,False,False,
NM-03,NM,New Mexico,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Leger Fernandez,D,False,False,
NY-01,NY,New York,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,LaLota,R,False,False,
NY-02,NY,New York,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Garbarino,R,False,False,
NY-03,NY,New York,2026,House,Lean Democrat,2,2.0,Lean Democrat,no-change,False,2025-12-05T00:00:00-05:00,Suozzi,D,False,False,
NY-04,NY,New York,2026,House,Tilt Democrat,3,1.0,Tilt Democrat,no-change,False,2025-12-05T00:00:00-05:00,Gillen,D,False,False,
NY-05,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Meeks,D,False,False,
NY-06,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Meng,D,False,False,
NY-07,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Velazquez,D,True,False,
NY-08,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Jeffries,D,False,False,
NY-09,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Clarke,D,False,False,
NY-10,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Goldman,D,True,False,
NY-11,NY,New York,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Malliotakis,R,False,False,
NY-12,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Nadler,D,True,False,
NY-13,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Espaillat,D,True,False,
NY-14,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Ocasio-Cortez,D,False,False,
NY-15,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Torres,D,False,False,
NY-16,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Latimer,D,False,False,
NY-17,NY,New York,2026,House,Toss-up,5,0.0,Toss-up,no-change,False,2025-12-05T00:00:00-05:00,Lawler,R,False,False,
NY-18,NY,New York,2026,House,Solid Democrat,0,4.0,Likely Democrat,left,False,2025-12-05T00:00:00-05:00,Ryan,D,False,False,
NY-19,NY,New York,2026,House,Lean Democrat,2,2.0,Lean Democrat,no-change,False,2025-12-05T00:00:00-05:00,Riley,D,False,False,
NY-20,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Tonko,D,False,False,
NY-22,NY,New York,2026,House,Solid Democrat,0,4.0,Likely Democrat,left,False,2025-12-05T00:00:00-05:00,Mannion,D,False,False,
NY-23,NY,New York,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Langworthy,R,False,False,
NY-24,NY,New York,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Tenney,R,False,False,
NY-25,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Morelle,D,False,False,
NY-26,NY,New York,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Kennedy,D,False,False,
NC-02,NC,North Carolina,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Ross,D,False,False,
NC-03,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Murphy,R,False,False,
NC-04,NC,North Carolina,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Foushee,D,False,False,
NC-05,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Foxx,R,False,False,
NC-06,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,McDowell,R,False,False,
NC-07,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Rouzer,R,False,False,
NC-08,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Harris,R,False,False,
NC-09,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Hudson,R,False,False,
NC-10,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Harrigan,R,False,False,
NC-12,NC,North Carolina,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Adams,D,False,False,
NC-13,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Knott,R,False,False,
ND-AL,ND,North Dakota,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Fedorchak,R,False,False,
OH-02,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Taylor,R,False,False,
OH-03,OH,Ohio,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Beatty,D,False,False,
OH-04,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Jordan,R,False,False,
OH-05,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Latta,R,False,False,
OH-06,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Rulli,R,False,False,
OH-08,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Davidson,R,False,False,
OH-09,OH,Ohio,2026,House,Tilt Republican,7,-1.0,Tilt Republican,no-change,True,2025-12-05T00:00:00-05:00,Kaptur,D,False,False,
OH-10,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Turner,R,False,False,
OH-11,OH,Ohio,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Brown,D,False,False,
OH-12,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Balderson,R,False,False,
OH-14,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,D. Joyce,R,False,False,
OH-15,OH,Ohio,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Carey,R,False,False,
OK-02,OK,Oklahoma,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Brecheen,R,False,False,
OK-03,OK,Oklahoma,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Lucas,R,False,False,
OK-04,OK,Oklahoma,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Cole,R,False,False,
OK-05,OK,Oklahoma,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Bice,R,False,False,
OR-01,OR,Oregon,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Bonamici,D,False,False,
OR-02,OR,Oregon,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Bentz,R,False,False,
OR-03,OR,Oregon,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Dexter,D,False,False,
OR-04,OR,Oregon,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Hoyle,D,False,False,
OR-05,OR,Oregon,2026,House,Solid Democrat,0,4.0,Likely Democrat,left,False,2025-12-05T00:00:00-05:00,Bynum,D,False,False,
PA-01,PA,Pennsylvania,2026,House,Lean Republican,8,-2.0,Likely Republican,left,False,2025-12-05T00:00:00-05:00,Fitzpatrick,R,False,False,
PA-02,PA,Pennsylvania,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Boyle,D,False,False,
PA-03,PA,Pennsylvania,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Evans,D,True,False,
PA-04,PA,Pennsylvania,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Dean,D,False,False,
PA-05,PA,Pennsylvania,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Scanlon,D,False,False,
PA-06,PA,Pennsylvania,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Houlahan,D,False,False,
PA-07,PA,Pennsylvania,2026,House,Toss-up,5,0.0,Toss-up,no-change,False,2025-12-05T00:00:00-05:00,Mackenzie,R,False,False,
PA-09,PA,Pennsylvania,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Meuser,R,False,False,
PA-11,PA,Pennsylvania,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Smucker,R,False,False,
PA-12,PA,Pennsylvania,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Lee,D,False,False,
PA-13,PA,Pennsylvania,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Joyce,R,False,False,
PA-14,PA,Pennsylvania,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Reschenthaler,R,False,False,
PA-15,PA,Pennsylvania,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Thompson,R,False,False,
PA-16,PA,Pennsylvania,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,M. Kelly,R,False,False,
RI-01,RI,Rhode Island,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Amo,D,False,False,
RI-02,RI,Rhode Island,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Magaziner,D,False,False,
SC-02,SC,South Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Wilson,R,False,False,
SC-03,SC,South Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Biggs,R,False,False,
SC-04,SC,South Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Timmons,R,False,False,
SC-06,SC,South Carolina,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Clyburn,D,False,False,
SD-AL,SD,South Dakota,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,D. Johnson,R,True,False,
TN-01,TN,Tennessee,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Harshbarger,R,False,False,
TN-02,TN,Tennessee,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Burchett,R,False,False,
TN-03,TN,Tennessee,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Fleischmann,R,False,False,
TN-04,TN,Tennessee,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,DesJarlais,R,False,False,
TN-06,TN,Tennessee,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,J. Rose,R,True,False,
TN-07,TN,Tennessee,2026,House,Solid Republican,10,-4.0,Lean Republican,right,False,2025-12-05T00:00:00-05:00,Van Epps,R,False,False,
TN-08,TN,Tennessee,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Kustoff,R,False,False,
TX-01,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Moran,R,False,False,
