District ID,Rating Raw,Rating Standardized,Rating Numeric,Rating Signed v27,Date,Previous Rating Raw,Previous Rating Standardized,Shift,Incumbent,Party,Open,Special,Note,Retrieved At
FL-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Haridopolos,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-10,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Frost,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
FL-12,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Bilirakis,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-13,Likely Republican,Likely R,9,-3.0,2025-12-05T00:00:00-05:00,Likely Republican,Likely R,no-change,Luna,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-15,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Lee,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-17,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Steube,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-18,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Franklin,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-19,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Donalds,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
FL-20,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,VACANT,Democrat,False,True,,2026-09-08T11:21:44.007813+00:00
FL-21,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Mast,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-24,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Wilson,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
GA-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,B. Carter,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
GA-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,S. Bishop,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
GA-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Jack,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
GA-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,H. Johnson,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
GA-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,N. Williams,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
GA-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,McBath,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
GA-07,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,McCormick,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
GA-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,A. Scott,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
GA-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Clyde,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
GA-12,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Allen,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
GA-13,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Everton Blair,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
HI-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Case,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
HI-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Tokuda,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
ID-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Fulcher,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
ID-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Simpson,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IL-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Jackson,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,R. Kelly,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
IL-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Ramirez,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,J. Garcia,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
IL-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Quigley,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Casten,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-07,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,D. Davis,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
IL-08,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Krishnamoorthi,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
IL-09,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Schakowsky,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
IL-10,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Schneider,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-11,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Foster,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-12,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Bost,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IL-13,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Budzinski,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-14,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Underwood,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IL-15,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Miller,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IL-16,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,LaHood,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IL-17,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Likely Democrat,Likely D,left,Sorensen,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IN-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Yakym,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IN-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Stutzman,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IN-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Baird,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IN-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Spartz,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IN-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Shreve,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IN-07,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Carson,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
IN-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Messmer,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IN-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Houchin,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IA-01,Toss-up,Tossup,5,0.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,no-change,Miller-Meeks,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
IA-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Feenstra,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
KS-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Mann,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
KS-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Derek Schmidt,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
KS-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Davids,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
KS-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Estes,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
KY-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Comer,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
KY-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Guthrie,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
KY-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,McGarvey,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
KY-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Massie,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
KY-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,H. Rogers,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
LA-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Scalise,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
LA-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,T. Carter,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
LA-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Higgins,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
LA-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,M. Johnson,Republican,False,False,Speaker of the House,2026-09-08T11:21:44.007813+00:00
ME-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Pingree,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
ME-02,Likely Republican,Likely R,9,-3.0,2025-12-05T00:00:00-05:00,Likely Republican,Likely R,no-change,Golden,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
MD-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Harris,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MD-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Olszewski,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MD-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Elfreth,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MD-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Ivey,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MD-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,McClain Delaney,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MD-07,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Mfume,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MD-08,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Raskin,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Likely Democrat,Likely D,left,Neal,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,McGovern,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Trahan,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Auchincloss,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Clark,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Moulton,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
MA-07,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Pressley,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-08,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Lynch,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MA-09,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Keating,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MI-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Bergman,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MI-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Moolenar,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MI-04,Lean Republican,Lean R,8,-2.0,2025-12-05T00:00:00-05:00,Likely Republican,Likely R,left,Huizenga,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MI-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Walberg,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MI-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Dingell,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MI-07,Toss-up,Tossup,5,0.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,no-change,Barrett,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MI-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,McClain,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MI-10,Tilt Republican,Tilt R,7,-1.0,2025-12-05T00:00:00-05:00,Tilt Republican,Tilt R,no-change,James,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
MI-11,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Stevens,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
MI-12,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Tlaib,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MI-13,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Thanedar,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
MN-02,Likely Democrat,Likely D,1,3.0,2025-12-05T00:00:00-05:00,Lean Democrat,Lean D,left,Craig,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
MN-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Morrison,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MN-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,McCollum,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MN-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Omar,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MN-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Emmer,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MN-07,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Fischbach,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MN-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Stauber,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MS-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,T. Kelly,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MS-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Thompson,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MS-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Guest,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MS-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Ezell,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MO-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Bell,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MO-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Wagner,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MO-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Onder,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MO-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Alford,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MO-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Cleaver,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
MO-07,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Burlison,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
MO-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,J. Smith,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NE-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Flood,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NE-02,Tilt Democrat,Tilt D,3,1.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,left,Donald Bacon,Republican,True,False,Not seeking reelection in 2026,2026-09-08T11:21:44.007813+00:00
NE-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,A. Smith,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NV-01,Lean Democrat,Lean D,2,2.0,2025-12-05T00:00:00-05:00,Lean Democrat,Lean D,no-change,Titus,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NV-03,Lean Democrat,Lean D,2,2.0,2025-12-05T00:00:00-05:00,Lean Democrat,Lean D,no-change,S. Lee,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NH-01,Lean Democrat,Lean D,2,2.0,2025-12-05T00:00:00-05:00,Lean Democrat,Lean D,no-change,Pappas,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
NH-02,Likely Democrat,Likely D,1,3.0,2025-12-05T00:00:00-05:00,Likely Democrat,Likely D,no-change,Goodlander,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Norcross,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Van Drew,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Conaway,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,C. Smith,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Gottheimer,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Pallone,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-08,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Menendez,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-10,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,McIver,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NJ-12,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Watson Coleman,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
NM-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Stansbury,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NM-02,Tilt Democrat,Tilt D,3,1.0,2025-12-05T00:00:00-05:00,Tilt Democrat,Tilt D,no-change,Vasquez,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NM-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Leger Fernandez,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,LaLota,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NY-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Garbarino,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NY-03,Lean Democrat,Lean D,2,2.0,2025-12-05T00:00:00-05:00,Lean Democrat,Lean D,no-change,Suozzi,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-04,Tilt Democrat,Tilt D,3,1.0,2025-12-05T00:00:00-05:00,Tilt Democrat,Tilt D,no-change,Gillen,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Meeks,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Meng,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-07,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Velazquez,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
NY-08,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Jeffries,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-09,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Clarke,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-10,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Goldman,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
NY-11,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Malliotakis,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NY-12,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Nadler,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
NY-13,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Espaillat,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
NY-14,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Ocasio-Cortez,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-15,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Torres,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-16,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Latimer,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-17,Toss-up,Tossup,5,0.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,no-change,Lawler,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NY-18,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Likely Democrat,Likely D,left,Ryan,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
